Time,Percentage
2022-03-27T01:11:56,97
2022-03-27T01:12:06,97
2022-03-27T01:12:16,97
2022-03-27T01:12:26,97
2022-03-27T01:12:36,97
2022-03-27T01:12:46,97
2022-03-27T01:12:56,97
2022-03-27T01:13:07,97
2022-03-27T01:13:17,97
2022-03-27T01:13:27,97
2022-03-27T01:13:37,97
2022-03-27T01:13:47,97
2022-03-27T01:13:57,97
2022-03-27T01:14:07,97
2022-03-27T01:14:17,97
2022-03-27T01:14:27,97
2022-03-27T01:14:37,97
2022-03-27T01:14:47,97
2022-03-27T01:14:57,97
2022-03-27T01:15:07,97
2022-03-27T01:15:17,97
2022-03-27T01:15:27,97
2022-03-27T01:15:37,97
2022-03-27T01:15:47,97
2022-03-27T01:15:57,97
2022-03-27T01:16:07,97
2022-03-27T01:16:17,97
2022-03-27T01:16:27,97
2022-03-27T01:16:37,97
2022-03-27T01:16:47,97
2022-03-27T01:16:57,97
2022-03-27T01:17:07,97
2022-03-27T01:17:17,97
2022-03-27T01:17:27,97
2022-03-27T01:17:37,97
2022-03-27T01:17:48,97
2022-03-27T01:17:58,97
2022-03-27T01:18:08,97
2022-03-27T01:18:18,97
2022-03-27T01:18:28,97
2022-03-27T01:18:38,97
2022-03-27T01:18:48,97
2022-03-27T01:18:58,97
2022-03-27T01:19:08,97
2022-03-27T01:19:18,97
2022-03-27T01:19:28,97
2022-03-27T01:19:38,97
2022-03-27T01:19:48,97
2022-03-27T01:19:58,97
2022-03-27T01:20:08,97
2022-03-27T01:20:18,97
2022-03-27T01:20:28,97
2022-03-27T01:20:38,96
2022-03-27T01:20:48,96
2022-03-27T01:20:58,96
2022-03-27T01:21:08,96
2022-03-27T01:21:18,96
2022-03-27T01:21:28,96
2022-03-27T01:21:38,96
2022-03-27T01:21:48,96
2022-03-27T01:21:58,96
2022-03-27T01:22:08,96
2022-03-27T01:22:19,96
2022-03-27T01:22:29,96
2022-03-27T01:22:39,96
2022-03-27T01:22:49,96
2022-03-27T01:22:59,96
2022-03-27T01:23:09,96
2022-03-27T01:23:19,96
2022-03-27T01:23:29,96
2022-03-27T01:23:39,96
2022-03-27T01:23:49,96
2022-03-27T01:23:59,96
2022-03-27T01:24:09,96
2022-03-27T01:24:19,96
2022-03-27T01:24:29,96
2022-03-27T01:24:39,96
2022-03-27T01:24:49,96
2022-03-27T01:24:59,96
2022-03-27T01:25:09,96
2022-03-27T01:25:19,96
2022-03-27T01:25:29,96
2022-03-27T01:25:39,96
2022-03-27T01:25:49,96
2022-03-27T01:25:59,96
2022-03-27T01:26:09,96
2022-03-27T01:26:19,96
2022-03-27T01:26:29,96
2022-03-27T01:26:39,96
2022-03-27T01:26:49,96
2022-03-27T01:27:00,96
2022-03-27T01:27:10,96
2022-03-27T01:27:20,96
2022-03-27T01:27:30,96
2022-03-27T01:27:40,96
2022-03-27T01:27:50,96
2022-03-27T01:28:00,96
2022-03-27T01:28:10,96
2022-03-27T01:28:20,96
2022-03-27T01:28:30,96
2022-03-27T01:28:40,96
2022-03-27T01:28:50,96
2022-03-27T01:29:00,96
2022-03-27T01:29:10,96
2022-03-27T01:29:20,96
2022-03-27T01:29:30,96
2022-03-27T01:29:40,96
2022-03-27T01:29:50,96
2022-03-27T01:30:00,96
2022-03-27T01:30:10,96
2022-03-27T01:30:20,96
2022-03-27T01:30:30,96
2022-03-27T01:30:40,96
2022-03-27T01:30:50,96
2022-03-27T01:31:00,96
2022-03-27T01:31:10,96
2022-03-27T01:31:20,96
2022-03-27T01:31:31,96
2022-03-27T01:31:41,96
2022-03-27T01:31:51,96
2022-03-27T01:32:01,96
2022-03-27T01:32:11,96
2022-03-27T01:32:21,96
2022-03-27T01:32:31,95
2022-03-27T01:32:41,95
2022-03-27T01:32:51,95
2022-03-27T01:33:01,95
2022-03-27T01:33:11,95
2022-03-27T01:33:21,95
2022-03-27T01:33:31,95
2022-03-27T01:33:41,95
2022-03-27T01:33:51,95
2022-03-27T01:34:01,95
2022-03-27T01:34:11,95
2022-03-27T01:34:21,95
2022-03-27T01:34:31,95
2022-03-27T01:34:41,95
2022-03-27T01:34:51,95
2022-03-27T01:35:01,95
2022-03-27T01:35:11,95
2022-03-27T01:35:21,95
2022-03-27T01:35:31,95
2022-03-27T01:35:41,95
2022-03-27T01:35:51,95
2022-03-27T01:36:02,95
2022-03-27T01:36:12,95
2022-03-27T01:36:22,95
2022-03-27T01:36:32,95
2022-03-27T01:36:42,95
2022-03-27T01:36:52,95
2022-03-27T01:37:02,95
2022-03-27T01:37:12,95
2022-03-27T01:37:22,95
2022-03-27T01:37:32,95
2022-03-27T01:37:42,95
2022-03-27T01:37:52,95
2022-03-27T01:38:02,95
2022-03-27T01:38:12,95
2022-03-27T01:38:22,95
2022-03-27T01:38:32,95
2022-03-27T01:38:42,95
2022-03-27T01:38:52,95
2022-03-27T01:39:02,95
2022-03-27T01:39:12,95
2022-03-27T01:39:22,95
2022-03-27T01:39:32,95
2022-03-27T01:39:42,95
2022-03-27T01:39:52,95
2022-03-27T01:40:02,95
2022-03-27T01:40:12,95
2022-03-27T01:40:22,95
2022-03-27T01:40:32,95
2022-03-27T01:40:43,95
2022-03-27T01:40:53,95
2022-03-27T01:41:03,95
2022-03-27T01:41:13,95
2022-03-27T01:41:23,95
2022-03-27T01:41:33,95
2022-03-27T01:41:43,95
2022-03-27T01:41:53,95
2022-03-27T01:42:03,95
2022-03-27T01:42:13,95
2022-03-27T01:42:23,95
2022-03-27T01:42:33,95
2022-03-27T01:42:43,95
2022-03-27T01:42:53,95
2022-03-27T01:43:03,95
2022-03-27T01:43:13,95
2022-03-27T01:43:23,95
2022-03-27T01:43:33,95
2022-03-27T01:43:43,95
2022-03-27T01:43:53,95
2022-03-27T01:44:03,95
2022-03-27T01:44:13,95
2022-03-27T01:44:23,95
2022-03-27T01:44:33,94
2022-03-27T01:44:43,94
2022-03-27T01:44:53,94
2022-03-27T01:45:03,94
2022-03-27T01:45:14,94
2022-03-27T01:45:24,94
2022-03-27T01:45:34,94
2022-03-27T01:45:44,94
2022-03-27T01:45:54,94
2022-03-27T01:46:04,94
2022-03-27T01:46:14,94
2022-03-27T01:46:24,94
2022-03-27T01:46:34,94
2022-03-27T01:46:44,94
2022-03-27T01:46:54,94
2022-03-27T01:47:04,94
2022-03-27T01:47:14,94
2022-03-27T01:47:24,94
2022-03-27T01:47:34,94
2022-03-27T01:47:44,94
2022-03-27T01:47:54,94
2022-03-27T01:48:04,94
2022-03-27T01:48:14,94
2022-03-27T01:48:24,94
2022-03-27T01:48:34,94
2022-03-27T01:48:44,94
2022-03-27T01:48:54,94
2022-03-27T01:49:04,94
2022-03-27T01:49:14,94
2022-03-27T01:49:24,94
2022-03-27T01:49:34,94
2022-03-27T01:49:44,94
2022-03-27T01:49:55,94
2022-03-27T01:50:05,94
2022-03-27T01:50:15,94
2022-03-27T01:50:25,94
2022-03-27T01:50:35,94
2022-03-27T01:50:45,94
2022-03-27T01:50:55,94
2022-03-27T01:51:05,94
2022-03-27T01:51:15,94
2022-03-27T01:51:25,94
2022-03-27T01:51:35,94
2022-03-27T01:51:45,94
2022-03-27T01:51:55,94
2022-03-27T01:52:05,94
2022-03-27T01:52:15,94
2022-03-27T01:52:25,94
2022-03-27T01:52:35,94
2022-03-27T01:52:45,94
2022-03-27T01:52:55,94
2022-03-27T01:53:05,94
2022-03-27T01:53:15,94
2022-03-27T01:53:25,94
2022-03-27T01:53:35,94
2022-03-27T01:53:45,94
2022-03-27T01:53:55,94
2022-03-27T01:54:05,94
2022-03-27T01:54:15,94
2022-03-27T01:54:26,94
2022-03-27T01:54:36,94
2022-03-27T01:54:46,94
2022-03-27T01:54:56,94
2022-03-27T01:55:06,94
2022-03-27T01:55:16,94
2022-03-27T01:55:26,94
2022-03-27T01:55:36,94
2022-03-27T01:55:46,94
2022-03-27T01:55:56,94
2022-03-27T01:56:06,94
2022-03-27T01:56:16,94
2022-03-27T01:56:26,94
2022-03-27T01:56:36,93
2022-03-27T01:56:46,93
2022-03-27T01:56:56,93
2022-03-27T01:57:06,93
2022-03-27T01:57:16,93
2022-03-27T01:57:26,93
2022-03-27T01:57:36,93
2022-03-27T01:57:46,93
2022-03-27T01:57:56,93
2022-03-27T01:58:06,93
2022-03-27T01:58:16,93
2022-03-27T01:58:26,93
2022-03-27T01:58:36,93
2022-03-27T01:58:46,93
2022-03-27T01:58:57,93
2022-03-27T01:59:07,93
2022-03-27T01:59:17,93
